Date,Close,High,Low,Open,Volume,Stock_Type
,AAPL,AAPL,AAPL,AAPL,AAPL,
2024-04-26,168.6896209716797,170.72225941243215,168.57004327249933,169.26753170576032,44838400,AAPL
2024-04-29,172.8744659423828,175.39534310552878,172.47591417733986,172.74492977704497,68169400,AAPL
2024-04-30,169.71591186523438,174.3591148377481,169.38709978825105,172.7050959791447,65934800,AAPL
2024-05-01,168.6896209716797,172.08733045132695,168.50030355143892,168.96861026347364,50383100,AAPL
2024-05-02,172.4061737060547,172.7947670308616,170.27388965643632,171.8880442050533,94214900,AAPL
2024-05-03,182.71884155273438,186.32578503963057,182.0014362443012,185.9770408577792,163224100,AAPL
2024-05-06,181.0548858642578,183.5358989126904,179.76952819965473,181.6925778578994,78569700,AAPL
2024-05-07,181.7423858642578,184.23337259597065,180.66629297548113,182.78860333233249,77305800,AAPL
2024-05-08,182.08116149902344,182.40997355379537,180.79580390275353,182.19076551728074,45057100,AAPL
2024-05-09,183.9045867919922,183.99425867082294,181.45344901084354,181.90182360877466,48983000,AAPL
2024-05-10,182.63743591308594,184.67283136158454,181.7195112814573,184.48325715706596,50759500,AAPL
2024-05-13,185.86013793945312,186.67829703001243,184.2038757983674,185.0220348889267,72044800,AAPL
2024-05-14,187.00755310058594,187.87560260141976,185.87012310151908,187.0873746193062,52393600,AAPL
2024-05-15,189.2924041748047,190.2203008031565,186.9476945906926,187.48648604697289,70400000,AAPL
2024-05-16,189.41212463378906,190.66929452090585,189.23253763528552,190.04070957734746,52845200,AAPL
2024-05-17,189.44204711914062,190.3799308889647,188.7535998742954,189.08285791419516,41282900,AAPL
2024-05-20,190.6094207763672,191.48744227389747,188.58399727816297,188.90328335886426,44361300,AAPL
2024-05-21,191.91647338867188,192.295606563888,190.48968851208156,190.65930352654095,42309400,AAPL
2024-05-22,190.4697265625,192.38541249371693,189.84115686495446,191.83664908760778,34648500,AAPL
2024-05-23,186.45880126953125,190.5695104450197,186.20936473753514,190.54955125962866,51005900,AAPL
2024-05-24,189.5518035888672,190.15045735054443,187.61617368042806,188.3944296603675,36294600,AAPL
2024-05-28,189.56178283691406,192.56499305086223,188.6737894364844,191.07834591388357,52280100,AAPL
2024-05-29,189.86111450195312,191.81670371975596,189.0828736970108,189.18265440509,53068000,AAPL
2024-05-30,190.85885620117188,191.74684967437963,190.2003553062749,190.33005195445256,49947900,AAPL
2024-05-31,191.81668090820312,192.13596695656702,189.48195877103,191.00850903182757,75158300,AAPL
2024-06-03,193.59268188476562,194.55052487571635,192.08609069758458,192.46522387732944,50080500,AAPL
2024-06-04,193.91195678710938,194.87977170290745,192.59492465346364,194.20129645164835,47471400,AAPL
2024-06-05,195.42852783203125,196.45620511862302,194.43078171111515,194.95958593724887,54156800,AAPL
2024-06-06,194.0416717529297,196.05712328824086,193.73237287474004,195.24895132280378,41181800,AAPL
2024-06-07,196.44622802734375,196.4961183769711,193.7024262662087,194.2112712938544,53103900,AAPL
2024-06-10,192.68472290039062,196.85530953542744,191.7169079607164,196.45620195884163,97262100,AAPL
2024-06-11,206.68310546875,206.6930926736998,193.1935887051364,193.21353266624035,172373300,AAPL
2024-06-12,212.58978271484375,219.7037025197263,206.43367547843766,206.902617394007,198134300,AAPL
2024-06-13,213.75714111328125,216.2614784743462,211.12309188063193,214.25601418934664,97862700,AAPL
2024-06-14,212.01107788085938,214.68503016669274,210.8237575657328,213.36801320894725,70122700,AAPL
2024-06-17,216.18165588378906,218.45651588142053,212.2405616472853,212.88909055319678,93728300,AAPL
2024-06-18,213.8070068359375,218.13723651623954,212.5199210550432,217.09957203800778,79943300,AAPL
2024-06-20,209.2073974609375,213.75713252024897,208.3792815854295,213.44781843702847,86172500,AAPL
2024-06-21,207.02235412597656,211.41243109582913,206.64320571720273,209.91581187096148,246421400,AAPL
2024-06-24,207.67088317871094,212.22060318958276,206.1243736003879,207.25183162238307,80727000,AAPL
2024-06-25,208.59878540039062,210.90357646615678,208.13981549353107,208.67859169129048,56713900,AAPL
2024-06-26,212.7693634033203,214.37573529051122,210.16524538059215,211.0233076661301,66213200,AAPL
2024-06-27,213.61746215820312,215.25376527623442,211.8714063519454,214.2061287476001,49772700,AAPL
2024-06-28,210.14527893066406,215.58300736088682,209.8260080950157,215.28368048569334,82542700,AAPL
2024-07-01,216.261474609375,217.01975619065925,211.4423589537816,211.61197396968475,60402900,AAPL
2024-07-02,219.77354431152344,219.88329699479613,214.61519864650157,215.66281990345283,58046200,AAPL
2024-07-03,221.0506591796875,221.0506591796875,218.53633465750286,219.50414962607874,37369800,AAPL
2024-07-05,225.82984924316406,225.93960192344272,221.15041758535088,221.15041758535088,60412400,AAPL
2024-07-08,227.30653381347656,227.33646497984205,222.74682662809306,226.57816816685514,59085900,AAPL
2024-07-09,228.16458129882812,228.8829597417087,225.85979013808537,227.41627168952732,48076100,AAPL
2024-07-10,232.45489501953125,232.55467572482934,228.73330612276442,228.78319647541346,62627700,AAPL
2024-07-11,227.05709838867188,231.86622690917008,225.26115227596378,230.86848076037649,64710600,AAPL
2024-07-12,230.0203857421875,232.11565870158282,228.1645773343909,228.40404188598967,53046500,AAPL
2024-07-15,233.87168884277344,236.69531224247876,232.5646438368613,235.94700263838575,62631300,AAPL
2024-07-16,234.29074096679688,235.73746973269033,231.8063477557903,234.47032795283747,43234300,AAPL
2024-07-17,228.3641357421875,230.93832254659503,226.12917896312734,228.9328431112231,57345900,AAPL
2024-07-18,223.6747283935547,229.92062914212065,221.7690447852705,229.76098610155705,66034600,AAPL
2024-07-19,223.80442810058594,226.28882140195597,222.77675082247163,224.31328836166992,49151500,AAPL
2024-07-22,223.45523071289062,227.26661302541467,222.58718122432802,226.4983442399413,48201800,AAPL
2024-07-23,224.5028533935547,226.42851135969482,222.1781030613285,223.86429647317826,39960300,AAPL
2024-07-24,218.0474395751953,224.29334029380243,216.64062905712152,223.49514031921132,61777600,AAPL
2024-07-25,216.99981689453125,220.35224458682225,214.13627507494223,218.4365585703147,51391200,AAPL
2024-07-26,217.46875,218.99530033853074,215.52313289555326,218.20707238174316,41601300,AAPL
2024-07-29,217.7481231689453,218.80573164190093,215.26372979848315,216.47100932714253,36311800,AAPL
2024-07-30,218.30685424804688,219.8334045947242,215.63288672795753,218.6959746261333,41643800,AAPL
2024-07-31,221.5794677734375,223.3155515626994,220.13273889458495,220.94091084366266,50036300,AAPL
2024-08-01,217.8678436279297,223.9740450176905,216.53086747941563,223.86429233538576,62501000,AAPL
2024-08-02,219.36447143554688,225.09153987705304,217.2193232804361,218.65606496292435,105568600,AAPL
2024-08-05,208.79833984375,213.0188017705649,195.55824424838744,198.64127617987643,119548600,AAPL
2024-08-06,206.762939453125,209.51672869129231,200.6168344706096,204.83729660703725,69660500,AAPL
2024-08-07,209.34710693359375,213.15848935419993,205.9248296826355,206.43367474426563,63516400,AAPL
2024-08-08,212.8292236328125,213.71721707569145,208.35932525259923,212.6296774525561,47161100,AAPL
2024-08-09,215.7526397705078,216.29141600978787,211.4922593126285,211.62197118803232,42201600,AAPL
2024-08-12,217.2909393310547,219.26875909808805,215.36306766380915,215.83255236617862,38028100,AAPL
2024-08-13,221.02682495117188,221.646138683676,218.76929897291208,218.76929897291208,44155300,AAPL
2024-08-14,221.47633361816406,222.7848915052682,219.45854930599305,220.3276035510778,41960600,AAPL
2024-08-15,224.47303771972656,225.10235023777113,222.5151850202656,224.35317447515422,46414000,AAPL
2024-08-16,225.80157470703125,226.5807162697698,223.40420315535758,223.67391069385005,44340200,AAPL
2024-08-19,225.64175415039062,225.74165035068273,222.79488010428776,225.4719428035102,40687800,AAPL
2024-08-20,226.2610626220703,226.92034094772856,225.20222998863,225.52188562847152,30299000,AAPL
2024-08-21,226.15118408203125,227.7294495174454,224.80267685471037,226.2710625686077,34765500,AAPL
2024-08-22,224.2832489013672,228.08905941841815,223.65393636981634,227.53966079897057,43695300,AAPL
2024-08-23,226.5906982421875,227.96918649391685,224.0834622297127,225.41200238324527,38677300,AAPL
2024-08-26,226.93032836914062,227.03022456881217,223.64395069142014,226.5107917661563,30602200,AAPL
2024-08-27,227.77938842773438,228.5984945445466,224.64283997153836,225.75162066501636,35934600,AAPL
2024-08-28,226.2410888671875,229.6073802985885,225.4319662685897,227.6695099550691,38052200,AAPL
2024-08-29,229.53746032714844,232.66402541964027,228.62847197635801,229.8471324488683,51906300,AAPL
2024-08-30,228.7483367919922,230.14679214282077,227.23000295250677,229.93703146120657,52990800,AAPL
2024-09-03,222.52517700195312,228.74832587928796,220.92692932694945,228.29882348382426,50190600,AAPL
2024-09-04,220.6072998046875,221.53627045160738,217.24099295020864,221.4164072047842,43840200,AAPL
2024-09-05,222.13560485839844,225.23218875186365,221.2765494057299,221.38642912323468,36615400,AAPL
2024-09-06,220.57733154296875,224.99247224215048,219.5284824188554,223.7038813850335,48423000,AAPL
2024-09-09,220.66722106933594,221.0268260349447,216.47183996524672,220.57732363843863,67180000,AAPL
2024-09-10,219.86810302734375,221.23659254048482,216.49181271910507,218.67940838073807,51591000,AAPL
2024-09-11,222.41529846191406,222.84481857216005,217.65053646391294,221.21662032032157,44587100,AAPL
2024-09-12,222.52517700195312,223.30431855196207,219.57842214055833,222.25546946786713,37498200,AAPL
2024-09-13,222.25547790527344,223.7937787761964,221.66612995902517,223.33429284055268,36766600,AAPL
2024-09-16,216.082275390625,216.98128020943747,213.6849038037586,216.302019591785,59357400,AAPL
2024-09-17,216.55174255371094,216.6616222741377,214.26426595466958,215.51289221314667,45519300,AAPL
2024-09-18,220.4474639892578,222.46524827574677,217.30091669603667,217.31091546092293,59894900,AAPL
2024-09-19,228.61846923828125,229.56743739121873,224.38313871157,224.74274368478322,66781300,AAPL
2024-09-20,227.94920349121094,232.83382873595048,227.36983908638868,229.7172625160979,318679900,AAPL
2024-09-23,226.2211151123047,229.19783588273827,225.56183678133013,227.09015412184934,54146000,AAPL
2024-09-24,227.1201171875,229.09795215651428,225.48192014495527,228.39870925768025,43556100,AAPL
2024-09-25,226.1212158203125,227.04020291666632,223.77380760174057,224.6827959331431,42308700,AAPL
2024-09-26,227.26995849609375,228.24887720276465,225.16227678839184,227.05019905798116,36636700,AAPL
2024-09-27,227.53965759277344,229.26776733886913,227.05020584581527,228.20893469195548,34026000,AAPL
2024-09-30,232.7439422607422,232.7439422607422,229.39761768078608,229.78718847660608,54541900,AAPL
2024-10-01,225.96141052246094,229.3976172900359,223.49412373913023,229.2677705196639,63285000,AAPL
2024-10-02,226.53077697753906,227.12012493395358,222.77491454853467,225.64175566026316,32880600,AAPL
2024-10-03,225.42198181152344,226.56072831643584,223.0745736591087,224.8925655126969,34044200,AAPL
2024-10-04,226.55075073242188,227.74942888869526,223.88368688105714,227.6495326914976,37245100,AAPL
2024-10-07,221.4463653564453,225.44196936055414,221.08676038639473,224.25327473060864,39505400,AAPL
2024-10-08,225.52188110351562,225.73164177618557,223.0046463373399,224.05349542674807,31855700,AAPL
2024-10-09,229.28773498535156,229.49751090746852,224.58291968465133,224.9824739985636,33591100,AAPL
2024-10-10,228.7882843017578,229.24778548023318,226.9203442604764,227.5296744960524,28183500,AAPL
2024-10-11,227.2999267578125,229.15788323697032,227.09015084025384,229.04800351672907,31759200,AAPL
2024-10-14,231.04580688476562,231.47532700331138,228.34877720356226,228.44865815944695,39882100,AAPL
2024-10-15,233.59300231933594,237.22900130875718,232.11461788171079,233.3532605949055,64751400,AAPL
2024-10-16,231.5252685546875,231.86489123072647,229.5873982094942,231.34547369396782,34082200,AAPL
2024-10-17,231.89486694335938,233.59301088010824,230.26666863657624,233.17345903647427,32993800,AAPL
2024-10-18,234.74172973632812,235.9204255737285,233.75281228137578,235.9204255737285,46431500,AAPL
2024-10-21,236.22010803222656,236.5897117727769,234.19234018879644,234.19234018879644,36254500,AAPL
2024-10-22,235.60079956054688,235.96040454410334,232.3443876620224,233.6329632952546,38846600,AAPL
2024-10-23,230.5063934326172,234.88158476901867,227.50969037853835,233.822752128634,52287000,AAPL
2024-10-24,230.31661987304688,230.56634513279107,228.15898997077215,229.7272566761152,31109500,AAPL
2024-10-25,231.1556854248047,232.96369380669327,229.3177112321018,229.4875225740561,38802300,AAPL
2024-10-28,233.14349365234375,234.472033847566,232.29443692443334,233.06359498314518,36087100,AAPL
2024-10-29,233.41319274902344,234.07247106119948,232.06468555632105,232.84382710997653,35417200,AAPL
2024-10-30,229.8471221923828,233.21341362628857,229.29772360355057,232.35435817157438,47070900,AAPL
2024-10-31,225.66172790527344,229.57741798472995,225.1223128313268,229.08795100904055,64370100,AAPL
2024-11-01,222.66502380371094,225.10234466312102,220.02792579428782,220.72715344034327,65276700,AAPL
2024-11-04,221.76600646972656,222.54514803369162,219.46854635353304,220.74713841963055,44944500,AAPL
2024-11-05,223.2044219970703,223.70387248945224,220.896963160989,221.5562414690178,28111300,AAPL
2024-11-06,222.47523498535156,225.82155947797517,220.94691765378838,222.36535526416637,54561100,AAPL
2024-11-07,227.22999572753906,227.629565273657,224.32320539488208,224.38313701629485,42137700,AAPL
2024-11-08,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800,AAPL
2024-11-11,224.22999572753906,225.6999969482422,221.5,225.0,42005600,AAPL
2024-11-12,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300,AAPL
2024-11-13,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200,AAPL
2024-11-14,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900,AAPL
2024-11-15,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700,AAPL
2024-11-18,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44686000,AAPL
2024-11-19,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800,AAPL
2024-11-20,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600,AAPL
2024-11-21,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300,AAPL
2024-11-22,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300,AAPL
2024-11-25,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800,AAPL
2024-11-26,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200,AAPL
2024-11-27,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400,AAPL
2024-11-29,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400,AAPL
2024-12-02,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100,AAPL
2024-12-03,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000,AAPL
2024-12-04,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900,AAPL
2024-12-05,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900,AAPL
2024-12-06,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600,AAPL
2024-12-09,246.75,247.24000549316406,241.75,241.8300018310547,44649200,AAPL
2024-12-10,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800,AAPL
2024-12-11,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800,AAPL
2024-12-12,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500,AAPL
2024-12-13,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300,AAPL
2024-12-16,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800,AAPL
2024-12-17,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400,AAPL
2024-12-18,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100,AAPL
2024-12-19,249.7899932861328,252.0,247.08999633789062,247.5,60882300,AAPL
2024-12-20,254.49000549316406,255.0,245.69000244140625,248.0399932861328,147495300,AAPL
2024-12-23,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800,AAPL
2024-12-24,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700,AAPL
2024-12-26,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100,AAPL
2024-12-27,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300,AAPL
2024-12-30,252.1999969482422,253.5,250.75,252.22999572753906,35557500,AAPL
2024-12-31,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700,AAPL
